251,冷,冷やす,ひやす,ঠান্ডা করা,100
252,冷,冷える,ひえる,ঠান্ডা হয়ে যাওয়া,100
253,冷,冷める,さめる,ঠান্ডা হয়ে যাওয়া,100
254,冷,冷ます,さます,ঠান্ডা করা,100
255,蔵,冷蔵庫,れいぞうこ,ফ্রিজ / রেফ্রিজারেটর,101
256,凍,冷凍庫,れいとうこ,ফ্রিজার,102
257,凍,凍る,こおる,জমে যাওয়া,102
258,庫,金庫,きんこ,সিন্দুক / নিরাপদ বাক্স,103
259,庫,車庫,しゃこ,গ্যারেজ,103
260,召,召し上がる,めしあがる,খাওয়া (সম্মানসূচক),104
261,保,保存する,ほぞんする,সংরক্ষণ করা,105
262,存,ご存じです,ごぞんじです,জানা (সম্মানসূচক),106
263,存,存じません,ぞんじません,আমি জানি না (বিনয়সূচক),106
264,必,必要（な）,ひつよう（な）,প্রয়োজনীয়,107
265,必,必死（に）,ひっし（に）,মরিয়া হয়ে / মরিয়া,107
266,必,必ず,かならず,অবশ্যই / নিশ্চিতভাবে,107
267,費,費用,ひよう,খরচ / ব্যয়,108
268,費,消費者,しょうひしゃ,ভোক্তা,108
269,費,旅費,りょひ,ভ্রমণ খরচ,108
270,費,会費,かいひ,সদস্য ফি,108
271,期,期間,きかん,সময়কাল,109
272,期,定期券,ていきけん,মাসিক/নির্দিষ্ট সময়ের যাতায়াত পাস,109
273,期,長期,ちょうき,দীর্ঘ সময়কাল,109
274,期,短期,たんき,স্বল্প সময়কাল,109
275,限,期限,きげん,সময়সীমা,110
276,限,限度,げんど,সীমা,110
277,限,限る,かぎる,সীমাবদ্ধ করা,110
278,限,限定,げんてい,সীমাবদ্ধতা / নির্দিষ্টকরণ,110
279,製,〇〇製,〇〇せい,〇〇-তে তৈরি,111
280,製,製品,せいひん,পণ্য,111
281,造,製造,せいぞう,উৎপাদন,112
282,造,造る,つくる,তৈরি করা,112
283,賞,賞,しょう,পুরস্কার,113
284,賞,賞味期限,しょうみきげん,সর্বোত্তম ব্যবহারের তারিখ,113
285,賞,賞金,しょうきん,পুরস্কারের অর্থ,113
286,賞,賞品,しょうひん,পুরস্কার,113
287,法,方法,ほうほう,পদ্ধতি / উপায়,114
288,法,文法,ぶんぽう,ব্যাকরণ,114
289,温,温度,おんど,তাপমাত্রা,115
290,温,気温,きおん,বায়ুর তাপমাত্রা,115
291,温,温かい,あたたかい,উষ্ণ,115
292,温,常温,じょうおん,স্বাভাবিক তাপমাত্রা,115
293,販,販売,はんばい,বিক্রয়,116
294,販,自動販売機,じどうはんばいき,স্বয়ংক্রিয় বিক্রয়যন্ত্র / ভেন্ডিং মেশিন,116
295,機,飛行機,ひこうき,বিমান,117
296,機,機械,きかい,যন্ত্র / মেশিন,117
297,機,機会,きかい,সুযোগ,117
298,増,増加,ぞうか,বৃদ্ধি,118
299,増,増える,ふえる,বেড়ে যাওয়া,118
300,増,増やす,ふやす,বাড়ানো,118
301,減,減少,げんしょう,হ্রাস,119
302,減,減る,へる,কমে যাওয়া,119
303,減,減らす,へらす,কমানো,119
304,量,量,りょう,পরিমাণ,120
305,量,数量,すうりょう,পরিমাণ / সংখ্যা,120
306,量,増量,ぞうりょう,পরিমাণ বৃদ্ধি,120
307,量,減量,げんりょう,পরিমাণ হ্রাস / ওজন কমানো,120
308,氷,氷,こおり,বরফ,121
309,返,返事,へんじ,উত্তর / জবাব,122
310,返,返却,へんきゃく,ফেরত দেওয়া,122
311,返,返す,かえす,ফেরত দেওয়া,122
312,湯,（お）湯,（お）ゆ,গরম পানি,123
313,材,材料,ざいりょう,উপকরণ / উপাদান,124
314,材,教材,きょうざい,শিক্ষা উপকরণ,124
315,卵,卵,たまご,ডিম,125
316,卵,卵焼き,たまごやき,জাপানি অমলেট,125
317,乳,牛乳,ぎゅうにゅう,দুধ,126
318,粉,粉,こな,গুঁড়া / ময়দা,127
319,粉,小麦粉,こむぎこ,গমের ময়দা,127
320,袋,袋,ふくろ,ব্যাগ / থলে,128
321,袋,紙袋,かみぶくろ,কাগজের ব্যাগ,128
322,袋,ごみ袋,ごみぶくろ,আবর্জনার ব্যাগ,128
323,袋,手袋,てぶくろ,হাতমোজা,128
324,袋,足袋,たび,তাবি (কিমোনোর সঙ্গে পরা ঐতিহ্যবাহী জাপানি মোজা),128
325,混,混雑,こんざつ,ভিড় / যানজট,129
326,混,混ぜる,まぜる,মেশানো,129
327,焼,焼く,やく,ভাজা / গ্রিল করা,130
328,焼,焼ける,やける,পুড়ে যাওয়া / সেঁকা হওয়া,130
329,表,表,ひょう,সারণি / টেবিল,131
330,表,表面,ひょうめん,পৃষ্ঠ / উপরিভাগ,131
331,表,発表,はっぴょう,ঘোষণা / উপস্থাপনা,131
332,表,代表,だいひょう,প্রতিনিধি,131
333,表,表,おもて,বাহিরের দিক / পৃষ্ঠ,131
334,表,表す,あらわす,প্রকাশ করা / দেখানো,131
335,裏,裏,うら,পেছনের দিক / উল্টো দিক,132
336,裏,裏返す,うらがえす,উল্টে দেওয়া,132
337,留,留学,りゅうがく,বিদেশে পড়াশোনা,133
338,留,留守番,るすばん,বাড়িতে থেকে দেখাশোনা করা,133
339,留,保留,ほりゅう,স্থগিত রাখা,133
340,留,書留,かきとめ,রেজিস্টার্ড ডাক,133
341,守,守備,しゅび,প্রতিরক্ষা,134
342,守,留守,るす,অনুপস্থিতি / বাড়িতে না থাকা,134
343,守,守る,まもる,রক্ষা করা,134
344,濃,濃い,こい,গাঢ় / ঘন,135
345,薄,薄い,うすい,পাতলা / হালকা / ফিকে,136
346,部,部分,ぶぶん,অংশ,137
347,部,学部,がくぶ,অনুষদ,137
348,部,部長,ぶちょう,বিভাগীয় প্রধান / ম্যানেজার,137
349,部,部屋,へや,ঘর,137
350,数,数字,すうじ,সংখ্যা,138
351,数,数学,すうがく,গণিত,138
352,数,数,かず,সংখ্যা,138
353,数,数える,かぞえる,গণনা করা,138
354,件,件名,けんめい,বিষয়,139
355,件,事件,じけん,ঘটনা / দুর্ঘটনা,139
356,件,用件,ようけん,কাজ / বিষয়,139
357,再,再入国,さいにゅうこく,আবার কোনো দেশে প্রবেশ করা,140
358,再,再ダイヤル,さいダイヤル,পুনরায় নম্বরে কল করা,140
359,再,再生,さいせい,পুনরুৎপাদন / পুনর্ব্যবহার,140
360,再,再来週,さらいしゅう,পরের পরের সপ্তাহ,140
361,接,接続,せつぞく,সংযোগ,141
362,接,面接,めんせつ,সাক্ষাৎকার,141
363,続,接続,せつぞく,সংযোগ,142
364,続,続く,つづく,চলতে থাকা,142
365,続,続ける,つづける,চালিয়ে যাওয়া,142
366,示,表示,ひょうじ,প্রদর্শন / নির্দেশনা,143
367,示,指示,しじ,নির্দেশ,143
368,示,示す,しめす,দেখানো / নির্দেশ করা,143
369,戻,戻る,もどる,ফিরে আসা,144
370,戻,戻す,もどす,ফিরিয়ে দেওয়া / আগের জায়গায় রাখা,144
371,完,完了,かんりょう,সম্পন্ন হওয়া,145
372,完,完全（な）,かんぜん（な）,সম্পূর্ণ / নিখুঁত,145
373,了,了解,りょうかい,বোঝা / সম্মতি দেওয়া,146
374,了,終了,しゅうりょう,শেষ / সমাপ্তি,146
375,登,登録,とうろく,নিবন্ধন,147
376,登,登山,とざん,পর্বতারোহণ,147
377,登,登る,のぼる,আরোহণ করা,147
378,録,記録,きろく,রেকর্ড,148
379,録,録音,ろくおん,শব্দ রেকর্ড করা,148
380,録,録画,ろくが,ভিডিও রেকর্ড করা,148
381,砂,砂糖,さとう,চিনি,149
382,砂,砂,すな,বালি,149
383,塩,食塩,しょくえん,খাবার লবণ,150
384,塩,塩,しお,লবণ,150
385,油,しょう油,しょうゆ,সয়া সস,151
386,油,石油,せきゆ,পেট্রোলিয়াম / খনিজ তেল,151
387,油,灯油,とうゆ,কেরোসিন,151
388,油,油,あぶら,তেল,151
389,緑,緑茶,りょくちゃ,গ্রিন টি,152
390,緑,緑（色）,みどり（いろ）,সবুজ,152
391,紅,紅茶,こうちゃ,কালো চা,153
392,紅,口紅,くちべに,লিপস্টিক,153
393,冊,～冊,～さつ,বই গণনার কাউন্টার,154
394,冊,冊数,さっすう,বইয়ের সংখ্যা,154
395,個,～個,～こ,সাধারণ বস্তু গণনার কাউন্টার,155
396,個,個数,こすう,বস্তুর সংখ্যা,155
397,個,個人,こじん,ব্যক্তি,155
398,個,団体,だんたい,দল / সংগঠন,155
399,枚,～枚,～まい,চ্যাপ্টা জিনিস গণনার কাউন্টার,156
400,枚,枚数,まいすう,কপি / পাতার সংখ্যা,156
401,告,広告,こうこく,বিজ্ঞাপন,157
402,利,便利（な）,べんり（な）,সুবিধাজনক,158
403,利,利用,りよう,ব্যবহার,158
404,割,割る,わる,ভাঙা,159
405,割,割れる,われる,ফেটে যাওয়া / ভেঙে যাওয়া,159
406,割,割合,わりあい,অনুপাত / শতকরা হার,159
407,割,割引,わりびき,ছাড়,159
408,倍,～倍,～ばい,... গুণ,160
409,倍,倍,ばい,গুণ,160
410,値,値段,ねだん,দাম,161
411,値,値上げ,ねあげ,দাম বৃদ্ধি,161
412,値,値下げ,ねさげ,দাম কমানো,161
413,商,商品,しょうひん,পণ্য,162
414,商,商店,しょうてん,দোকান,162
415,支,支店,してん,শাখা,163
416,支,支社,ししゃ,শাখা অফিস,163
417,支,本店,ほんてん,প্রধান শাখা,163
418,支,本社,ほんしゃ,প্রধান কার্যালয়,163
419,払,払う,はらう,পরিশোধ করা,164
420,払,支払い,しはらい,পরিশোধ,164
421,米,米国,べいこく,মার্কিন যুক্তরাষ্ট্র,165
422,米,米,こめ,চাল,165
423,級,高級,こうきゅう,উচ্চমানের,166
424,級,上級,じょうきゅう,উচ্চতর স্তর,166
425,級,中級,ちゅうきゅう,মধ্যম স্তর,166
426,残,残業,ざんぎょう,অতিরিক্ত সময়ের কাজ,167
427,残,残る,ののこる,অবশিষ্ট থাকা,167
428,残,残り,のこり,অবশিষ্ট অংশ,167
429,残,残す,のこす,রেখে যাওয়া,167
430,型,大型,おおがた,বড় আকারের,168
431,型,新型,しんがた,নতুন মডেল,168
432,型,小型,こがた,ছোট আকারের,168
433,税,消費税,しょうひぜい,ভোগ্যপণ্য কর / ভ্যাট,169
434,税,税金,ぜいきん,কর,169
435,込,込む,こむ,ভিড় করা / ভিড় হওয়া,170
436,込,振り込む,ふりこむ,ব্যাংক হিসাবে টাকা পাঠানো,170
437,込,税込,ぜいこみ,করসহ,170
438,価,価格,かかく,মূল্য,171
439,価,定価,ていか,নির্ধারিত মূল্য,171
440,格,合格,ごうかく,পরীক্ষায় পাস করা,172
441,格,格安,かくやす,সস্তা / কম দামের,172
442,申,申し込む,もうしこむ,আবেদন করা,173
443,申,申込書,もうしこみしょ,আবেদনপত্র,173
444,申,申告,しんこく,ঘোষণা / প্রতিবেদন,173
445,申,申請,しんせい,আবেদন,173
446,申,申す,もうす,বলা (বিনয়সূচক),173
447,申,申し上げる,もうしあげる,বলা (অত্যন্ত বিনয়সূচক),173
448,記,記入,きにゅう,লিখে পূরণ করা,174
449,記,日記,にっき,ডায়েরি,174
450,記,記号,きごう,চিহ্ন / প্রতীক,174
451,記,記事,きじ,প্রবন্ধ / সংবাদ নিবন্ধ,174
452,例,例,れい,উদাহরণ,175
453,例,例えば,たとえば,উদাহরণস্বরূপ,175
454,齢,年齢,ねんれい,বয়স,176
455,齢,高齢,こうれい,বৃদ্ধ বয়স,176
456,歳,～歳,～さい,... বছর বয়স,177
457,歳,二十歳,にじゅっさい,২০ বছর বয়স,177
458,歳,二十歳,はたち,২০ বছর বয়স,177
459,性,性別,せいべつ,লিঙ্গ,178
460,性,性格,せいかく,ব্যক্তিত্ব / স্বভাব,178
461,性,女性,じょせい,নারী / মহিলা,178
462,性,男性,だんせい,পুরুষ,178
463,連,連休,れんきゅう,টানা ছুটি,179
464,連,連れて行く,つれていく,কাউকে সঙ্গে নিয়ে যাওয়া,179
465,連,連れて来る,つれてくる,কাউকে সঙ্গে নিয়ে আসা,179
466,絡,連絡,れんらく,যোগাযোগ,180
467,届,届ける,とどける,পৌঁছে দেওয়া,181
468,届,届く,とどく,পৌঁছানো,181
469,宅,自宅,じたく,নিজের বাড়ি,182
470,宅,お宅,おたく,বাড়ি / বাসস্থান (সম্মানসূচক),182
471,宅,宅配,たくはい,বাড়িতে পৌঁছে দেওয়া,182
472,配,配達,はいたつ,ডেলিভারি / পৌঁছে দেওয়া,183
473,配,配送料,はいそうりょう,ডেলিভারি খরচ,183
474,配,心配,しんぱい,দুশ্চিন্তা,183
475,配,配る,くばる,বণ্টন করা,183
476,希,希望,きぼう,আশা / আকাঙ্ক্ষা,184
477,望,失望,しつぼう,হতাশা,185
478,望,望む,のぞむ,আশা করা / কামনা করা,185
479,荷,入荷,にゅうか,পণ্য মজুত হওয়া,186
480,荷,出荷,しゅっか,পণ্য পাঠানো,186
481,荷,荷物,にもつ,মালপত্র / লাগেজ,186
482,荷,手荷物,てにもつ,হাতব্যাগ / হাতের লাগেজ,186
483,換,交換,こうかん,বিনিময়,187
484,換,代金引換,だいきんひきかえ,ক্যাশ অন ডেলিভারি,187
485,換,乗り換え,のりかえ,ট্রেন/যানবাহন পরিবর্তন,187
486,換,代引き,だいびき,ক্যাশ অন ডেলিভারি,187
487,額,金額,きんがく,টাকার পরিমাণ,188
488,額,半額,はんがく,অর্ধেক দাম,188
489,在,不在,ふざい,অনুপস্থিতি,189
490,在,現在,げんざい,বর্তমান সময়,189
491,取,取る,とる,নেওয়া,190
492,取,受け取る,うけとる,গ্রহণ করা,190
493,取,受取人,うけとりにん,প্রাপক,190
494,預,預金,よきん,ব্যাংকে জমা টাকা,191
495,預,預ける,あずける,জমা রাখা / আমানত রাখা,191
496,衣,衣類,いるい,পোশাক,192
497,衣,衣服,いふく,পোশাক,192
498,参,参加,さんか,অংশগ্রহণ,193
