月,moon  চাঁদ,,4,38,Jōyō Kanji
新,new নতুন,,13,39,Jōyō Kanji
下,below  নিচে,,3,40,Jōyō Kanji
長,long/leader দীর্ঘ/নেতা,,8,41,Jōyō Kanji
電,electricity  বিদ্যুৎ,,13,42,Jōyō Kanji
地,ground/earth  মাটি/পৃথিবী,,6,43,Jōyō Kanji
切,cut  কাটা,,4,44,Jōyō Kanji
好,like  পছন্দ করা,,6,45,Jōyō Kanji
仕,serve/work সেবা করা/কাজ করা,,5,46,Jōyō Kanji
部,section/part বিভাগ/অংশ,,11,47,Jōyō Kanji
道,road/way  রাস্তা/পথ,,12,48,Jōyō Kanji
前,before/front  আগে/সামনে,,9,49,Jōyō Kanji
通,pass through/traffic পার হওয়া/যাতায়াত,,10,50,Jōyō Kanji
買,buy  কেনা,,12,51,Jōyō Kanji
意,idea/intention  ধারণা/উদ্দেশ্য,,13,52,Jōyō Kanji
持,hold/have  ধরে রাখা/থাকা,,9,53,Jōyō Kanji
強,strong/strength শক্তিশালী/শক্তি,,11,54,Jōyō Kanji
方,direction/method  দিক/পদ্ধতি,,4,55,Jōyō Kanji
父,father বাবা,,4,56,Jōyō Kanji
自,self  নিজে,,6,57,Jōyō Kanji
言,say/word  বলা/কথা,,7,58,Jōyō Kanji
友,friend  বন্ধু,,4,59,Jōyō Kanji
近,near/close কাছাকাছি,,7,60,Jōyō Kanji
理,reason/logic  কারণ/যুক্তি,,11,61,Jōyō Kanji
水,water  পানি,,4,62,Jōyō Kanji
場,place  স্থান,,12,63,Jōyō Kanji
何,what কী,,7,64,Jōyō Kanji
聞,hear/ask শোনা/জিজ্ঞাসা করা,,14,65,Jōyō Kanji
昨,yesterday/previous গতকাল/পূর্ববর্তী,,9,66,Jōyō Kanji
業,work/business কাজ/ব্যবসা,,13,67,Jōyō Kanji
問,question/ask প্রশ্ন/জিজ্ঞাসা করা,,11,68,Jōyō Kanji
母,mother  মা,,5,69,Jōyō Kanji
最,most/extreme  সর্বাধিক/চরম,,12,70,Jōyō Kanji
高,high/expensive  উঁচু/দামি,,10,71,Jōyō Kanji
金,gold/money  সোনা/টাকা,,8,72,Jōyō Kanji
屋,shop/roof দোকান/ছাদ,,9,73,Jōyō Kanji
取,take  নেওয়া,,8,74,Jōyō Kanji
着,wear/arrive  পরা/পৌঁছানো,,12,75,Jōyō Kanji
外,outside  বাইরে,,5,76,Jōyō Kanji
朝,morning  সকাল,,12,77,Jōyō Kanji
目,eye  চোখ,,5,78,Jōyō Kanji
者,person/person who ব্যক্তি,,8,79,Jōyō Kanji
先,previous/ahead  আগে/সামনে,,6,80,Jōyō Kanji
後,after/behind পরে/পেছনে,,9,81,Jōyō Kanji
名,name  নাম,,6,82,Jōyō Kanji
校,school স্কুল,,10,83,Jōyō Kanji
動,move/movement নড়া/গতি,,11,84,Jōyō Kanji
達,reach/attain  পৌঁছানো/অর্জন করা,,12,85,Jōyō Kanji
体,body শরীর,,7,86,Jōyō Kanji
風,wind  বাতাস,,9,87,Jōyō Kanji
供,offer/provide প্রদান করা/সরবরাহ করা,,8,88,Jōyō Kanji
作,make/create তৈরি করা/সৃষ্টি করা,,7,89,Jōyō Kanji
親,parent/intimate বাবা-মা/ঘনিষ্ঠ,,16,90,Jōyō Kanji
少,few  অল্প,,4,91,Jōyō Kanji
毎,every  প্রত্যেক,,6,92,Jōyō Kanji
力,power/strength শক্তি,,2,93,Jōyō Kanji
全,whole/all  সম্পূর্ণ/সব,,6,94,Jōyō Kanji
度,degree/time মাত্রা/বার,,9,95,Jōyō Kanji
用,use/usage ব্যবহার,,5,96,Jōyō Kanji
雨,rain  বৃষ্টি,,8,97,Jōyō Kanji
知,know/knowledge জানা/জ্ঞান,,8,98,Jōyō Kanji
付,attach/give সংযুক্ত করা/দেওয়া,,5,99,Jōyō Kanji
発,start/depart/emit শুরু করা/রওনা হওয়া/নিঃসরণ করা,,9,100,Jōyō Kanji
題,topic/problem  বিষয়/সমস্যা,,18,101,Jōyō Kanji
語,word/language  শব্দ/ভাষা,,14,102,Jōyō Kanji
要,need/important প্রয়োজন/গুরুত্বপূর্ণ,,9,103,Jōyō Kanji
休,rest বিশ্রাম নেওয়া,,6,104,Jōyō Kanji
味,taste  স্বাদ,,8,105,Jōyō Kanji
無,none/nothing নেই/কিছুই নয়,,12,106,Jōyō Kanji
立,stand  দাঁড়ানো,,5,107,Jōyō Kanji
空,empty/sky খালি/আকাশ,,8,108,Jōyō Kanji
教,teach শিক্ষা দেওয়া,,11,109,Jōyō Kanji
当,hit/correct উপযুক্ত হওয়া/আঘাত করা,,6,110,Jōyō Kanji
文,writing/sentence লেখা/বাক্য,,4,111,Jōyō Kanji
小,small  ছোট,,3,112,Jōyō Kanji
多,many  অনেক,,6,113,Jōyō Kanji
店,shop/store  দোকান,,8,114,Jōyō Kanji
心,heart/mind  হৃদয়/মন,,4,115,Jōyō Kanji
不,not/non- না/অ-,,4,116,Jōyō Kanji
思,think  চিন্তা করা,,9,117,Jōyō Kanji
使,use ব্যবহার করা,,8,118,Jōyō Kanji
面,face/surface মুখ/পৃষ্ঠ,,9,119,Jōyō Kanji
品,goods  পণ্য,,9,120,Jōyō Kanji
結,tie/decide বাঁধা/সিদ্ধান্ত করা,,12,121,Jōyō Kanji
開,open খুলা,,12,122,Jōyō Kanji
夜,night রাত,,8,123,Jōyō Kanji
引,pull/draw টানা,,4,124,Jōyō Kanji
料,material/fee উপকরণ/ফি,,10,125,Jōyō Kanji
始,begin/start  শুরু করা,,8,126,Jōyō Kanji
旅,travel/journey ভ্রমণ/যাত্রা,,10,127,Jōyō Kanji
紙,paper কাগজ,,10,128,Jōyō Kanji
議,discuss/deliberate  আলোচনা করা/বিবেচনা করা,,20,129,Jōyō Kanji
音,sound  শব্দ,,9,130,Jōyō Kanji
運,carry/luck  বহন করা/ভাগ্য,,12,131,Jōyō Kanji
花,flower ফুল,,7,132,Jōyō Kanji
員,employee    কর্মী,,10,133,Jōyō Kanji
定,fix/decide  নির্ধারণ করা/স্থির করা,,8,134,Jōyō Kanji
計,measure/plan  পরিমাপ করা/পরিকল্পনা,,9,135,Jōyō Kanji
足,foot/leg পা,,7,136,Jōyō Kanji
受,receive/accept  গ্রহণ করা,,8,137,Jōyō Kanji
交,mix/interchange মেশানো/বিনিময়,,6,138,Jōyō Kanji
成,become/achieve  হওয়া/অর্জন করা,,6,139,Jōyō Kanji
込,crowded/into  ভিড় করা/ভিতরে,,5,140,Jōyō Kanji
数,number/count সংখ্যা/গণনা,,13,141,Jōyō Kanji
海,sea  সমুদ্র,,9,142,Jōyō Kanji
京,capital  রাজধানী,,8,143,Jōyō Kanji
画,picture/plan ছবি/পরিকল্পনা,,8,144,Jōyō Kanji
駅,station স্টেশন,,14,145,Jōyō Kanji
真,true  সত্য,,10,146,Jōyō Kanji
歩,walk/step  হাঁটা/পদক্ষেপ,,8,147,Jōyō Kanji
機,machine/opportunity যন্ত্র/সুযোগ,,16,148,Jōyō Kanji
回,turn/times  বার/ঘোরা,,6,149,Jōyō Kanji
読,read  পড়া,,14,150,Jōyō Kanji
服,clothes/obey পোশাক/অনুগত হওয়া,,8,151,Jōyō Kanji
有,have/exist  থাকা/অস্তিত্ব থাকা,,6,152,Jōyō Kanji
転,turn/roll  ঘোরা/গড়ানো,,11,153,Jōyō Kanji
所,place স্থান,,8,154,Jōyō Kanji
的,target  লক্ষ্য,,8,155,Jōyō Kanji
早,early  তাড়াতাড়ি,,6,156,Jōyō Kanji
過,pass/exceed পার হওয়া/অতিক্রম করা,,12,157,Jōyō Kanji
山,mountain  পাহাড়,,3,158,Jōyō Kanji
売,sell  বিক্রি করা,,7,159,Jōyō Kanji
良,good ভালো,,7,160,Jōyō Kanji
実,truth/fruit বাস্তবতা/ফল,,8,161,Jōyō Kanji
帰,return ফিরে আসা,,10,162,Jōyō Kanji
飲,drink পান করা,,12,163,Jōyō Kanji
必,without fail/necessary  অবশ্যই/অপরিহার্য,,5,164,Jōyō Kanji
円,circle/yen বৃত্ত/ইয়েন,,4,165,Jōyō Kanji
違,differ/wrong ভিন্ন হওয়া/ভুল,,13,166,Jōyō Kanji
直,fix  সংশোধন করা,,8,167,Jōyō Kanji
白,white  সাদা,,5,168,Jōyō Kanji
試,test/try  পরীক্ষা করা/চেষ্টা করা,,13,169,Jōyō Kanji
予,previously/give আগে/দেওয়া,,4,170,Jōyō Kanji
選,choose/select নির্বাচন করা,,15,171,Jōyō Kanji
週,week  সপ্তাহ,,11,172,Jōyō Kanji
勉,exert oneself/strive পরিশ্রম করা/চেষ্টা করা,,10,173,Jōyō Kanji
夏,summer  গ্রীষ্ম,,10,174,Jōyō Kanji
住,live বাস করা,,7,175,Jōyō Kanji
重,heavy/important ভারী/গুরুত্বপূর্ণ,,9,176,Jōyō Kanji
変,change/strange পরিবর্তন/অদ্ভুত,,9,177,Jōyō Kanji
乗,ride/board চড়া/আরোহণ করা,,9,178,Jōyō Kanji
同,same  একই,,6,179,Jōyō Kanji
都,capital/metropolis রাজধানী/মহানগর,,11,180,Jōyō Kanji
口,mouth  মুখ,,3,181,Jōyō Kanji
色,color রং,,6,182,Jōyō Kanji
主,main/master  প্রধান/মালিক,,5,183,Jōyō Kanji
世,generation  প্রজন্ম,,5,184,Jōyō Kanji
調,investigate/tone  তদন্ত করা/সুর,,15,185,Jōyō Kanji
町,town  শহর,,7,186,Jōyō Kanji
平,flat/peaceful সমতল/শান্তিপূর্ণ,,5,187,Jōyō Kanji
止,stop  থামা,,4,188,Jōyō Kanji
送,send/see off পাঠানো/বিদায় জানানো,,9,189,Jōyō Kanji
東,east  পূর্ব,,8,190,Jōyō Kanji
代,substitute/generation বিকল্প/প্রজন্ম,,5,191,Jōyō Kanji
正,correct/justice  সঠিক/ন্যায়,,5,192,Jōyō Kanji
進,advance/progress  এগোনো/অগ্রগতি করা,,11,193,Jōyō Kanji
木,tree/wood  গাছ/কাঠ,,4,194,Jōyō Kanji
番,turn/number পালা/নম্বর,,12,195,Jōyō Kanji
悪,bad/evil খারাপ/অশুভ,,11,196,Jōyō Kanji
楽,pleasant/music আনন্দদায়ক/সঙ্গীত,,13,197,Jōyō Kanji
降,descend/fall নামা/পড়া,,10,198,Jōyō Kanji
性,nature/sex স্বভাব/লিঙ্গ,,8,199,Jōyō Kanji
集,gather/collect  জড়ো করা/সংগ্রহ করা,,12,200,Jōyō Kanji
表,surface/table পৃষ্ঠ/তালিকা,,8,201,Jōyō Kanji
市,city/market  শহর/বাজার,,5,202,Jōyō Kanji
荷,luggage/load মালপত্র/বোঝা,,10,203,Jōyō Kanji
男,man/male পুরুষ,,7,204,Jōyō Kanji
字,character/letter  অক্ষর,,6,205,Jōyō Kanji
便,convenient/convenience সুবিধাজনক/সুবিধা,,9,206,Jōyō Kanji
赤,red লাল,,7,207,Jōyō Kanji
内,inside/within ভিতর/অভ্যন্তর,,4,208,Jōyō Kanji
身,body শরীর,,7,209,Jōyō Kanji
説,explain/theory  ব্যাখ্যা করা/তত্ত্ব,,14,210,Jōyō Kanji
指,point/finger  নির্দেশ করা/আঙুল,,9,211,Jōyō Kanji
祖,ancestor পূর্বপুরুষ,,9,212,Jōyō Kanji
次,next  পরবর্তী,,6,213,Jōyō Kanji
夕,evening  সন্ধ্যা,,3,214,Jōyō Kanji
飛,fly উড়া,,9,215,Jōyō Kanji
習,learn/practice  শেখা/অনুশীলন করা,,11,216,Jōyō Kanji
対,opposite/pair বিপরীত/জোড়া,,7,217,Jōyō Kanji
験,test/experience পরীক্ষা/অভিজ্ঞতা,,18,218,Jōyō Kanji
建,build  নির্মাণ করা,,9,219,Jōyō Kanji
病,illness/disease অসুস্থতা/রোগ,,10,220,Jōyō Kanji
相,mutual/appearance  পারস্পরিক/চেহারা,,9,221,Jōyō Kanji
二,two  দুই,,2,222,Jōyō Kanji
靴,shoes জুতা,,13,223,Jōyō Kanji
経,pass through/manage অতিক্রম করা/পরিচালনা করা,,11,224,Jōyō Kanji
類,type/kind প্রকার/ধরন,,18,225,Jōyō Kanji
葉,leaf  পাতা,,12,226,Jōyō Kanji
解,solve/understand সমাধান করা/বোঝা,,13,227,Jōyō Kanji
利,benefit/profit লাভ/সুবিধা,,7,228,Jōyō Kanji
関,connection/barrier সম্পর্ক/বাধা,,14,229,Jōyō Kanji
婚,marriage বিবাহ,,11,230,Jōyō Kanji
質,quality/question গুণমান/প্রশ্ন,,15,231,Jōyō Kanji
科,section/subject বিভাগ/বিষয়,,9,232,Jōyō Kanji
犬,dog  কুকুর,,4,233,Jōyō Kanji
司,manage/direct পরিচালনা করা/নিয়ন্ত্রণ করা,,5,234,Jōyō Kanji
考,think/consider চিন্তা করা/বিবেচনা করা,,6,235,Jōyō Kanji
公,public  জনসাধারণের/সরকারি,,4,236,Jōyō Kanji
洗,wash  ধোয়া,,9,237,Jōyō Kanji
故,former/reason  প্রাক্তন/কারণ,,9,238,Jōyō Kanji
然,nature/so  প্রকৃতি/এভাবে,,12,239,Jōyō Kanji
論,argument/theory যুক্তি/তত্ত্ব,,15,240,Jōyō Kanji
待,wait অপেক্ষা করা,,9,241,Jōyō Kanji
期,period/expectation সময়কাল/প্রত্যাশা,,12,242,Jōyō Kanji
布,cloth/distribute  কাপড়/বিতরণ করা,,5,243,Jōyō Kanji
終,end/finish শেষ করা,,11,244,Jōyō Kanji
決,decide/settle সিদ্ধান্ত নেওয়া/নিষ্পত্তি করা,,7,245,Jōyō Kanji
答,answer উত্তর,,12,246,Jōyō Kanji
園,garden/park  বাগান/উদ্যান,,13,247,Jōyō Kanji
記,record/write  লিপিবদ্ধ করা/লেখা,,10,248,Jōyō Kanji
顔,face মুখ,,18,249,Jōyō Kanji
落,fall/drop  পড়ে যাওয়া,,12,250,Jōyō Kanji
掛,hang/spend  ঝোলানো/ব্যয় করা,,11,251,Jōyō Kanji
格,status/standard  মর্যাদা/মানদণ্ড,,10,252,Jōyō Kanji
流,flow  প্রবাহিত হওয়া,,10,253,Jōyō Kanji
急,hurry/urgent তাড়াহুড়ো করা/জরুরি,,9,254,Jōyō Kanji
素,element/plainness উপাদান/সরলতা,,10,255,Jōyō Kanji
火,fire  আগুন,,4,256,Jōyō Kanji
曲,bend/music বাঁক/সঙ্গীত,,6,257,Jōyō Kanji
優,superior/gentle উৎকৃষ্ট/নম্র,,17,258,Jōyō Kanji
歌,song/sing  গান/গান গাওয়া,,14,259,Jōyō Kanji
天,heaven/sky  আকাশ/স্বর্গ,,4,260,Jōyō Kanji
絵,picture/painting ছবি/চিত্র,,12,261,Jōyō Kanji
美,beautiful  সুন্দর,,9,262,Jōyō Kanji
点,point  বিন্দু,,9,263,Jōyō Kanji
働,work কাজ করা,,13,264,Jōyō Kanji
件,matter/case বিষয়/ঘটনা,,6,265,Jōyō Kanji
温,warm/temperature উষ্ণ/তাপমাত্রা,,12,266,Jōyō Kanji
活,live/active  জীবিত/সক্রিয়,,9,267,Jōyō Kanji
勤,work/diligence কাজ করা/অধ্যবসায়,,12,268,Jōyō Kanji
両,both/both sides উভয়/দুই পক্ষ,,6,269,Jōyō Kanji
息,breath/son  শ্বাস/পুত্র,,10,270,Jōyō Kanji
野,field/plain মাঠ/প্রান্তর,,11,271,Jōyō Kanji
弟,younger brother ছোট ভাই,,7,272,Jōyō Kanji
昼,daytime/noon দিনের বেলা/দুপুর,,9,273,Jōyō Kanji
館,building/hall ভবন/প্রাঙ্গণ,,16,274,Jōyō Kanji
夫,husband/man  স্বামী/পুরুষ,,4,275,Jōyō Kanji
安,cheap/safe  সস্তা/নিরাপদ,,6,276,Jōyō Kanji
約,promise/approximately প্রতিশ্রুতি/প্রায়,,9,277,Jōyō Kanji
難,difficult/hard কঠিন,,18,278,Jōyō Kanji
線,line রেখা,,15,279,Jōyō Kanji
工,craft  কাজ,,3,280,Jōyō Kanji
初,first/beginning  প্রথম/শুরু,,7,281,Jōyō Kanji
組,group/assemble দল/একত্র করা,,11,282,Jōyō Kanji
我,I/me  আমি,,7,283,Jōyō Kanji
割,divide/cut ভাগ করা/কাটা,,12,284,Jōyō Kanji
差,difference  পার্থক্য,,10,285,Jōyō Kanji
返,return/give back  ফেরত দেওয়া,,7,286,Jōyō Kanji
資,resources/capital  সম্পদ/মূলধন,,13,287,Jōyō Kanji
化,change/transform পরিবর্তন করা/রূপান্তর করা,,4,288,Jōyō Kanji
民,people/citizen জনগণ/নাগরিক,,5,289,Jōyō Kanji
果,fruit/result ফল/ফলাফল,,8,290,Jōyō Kanji
連,connect/take along  সংযুক্ত করা/সঙ্গে নেওয়া,,10,291,Jōyō Kanji
図,diagram/plan চিত্র/পরিকল্পনা,,7,292,Jōyō Kanji
寝,sleep/go to bed ঘুমানো/শুতে যাওয়া,,13,293,Jōyō Kanji
猫,cat  বিড়াল,,11,294,Jōyō Kanji
向,direction/facing  দিক/মুখ করা,,6,295,Jōyō Kanji
映,reflect/project প্রতিফলিত করা/প্রদর্শন করা,,9,296,Jōyō Kanji
様,appearance/manner ধরন/রূপ,,14,297,Jōyō Kanji
広,wide/spacious  প্রশস্ত/বিস্তৃত,,5,298,Jōyō Kanji
誰,who কে,,15,299,Jōyō Kanji
得,gain/obtain অর্জন করা/পাওয়া,,11,300,Jōyō Kanji
続,continue/continuation চালিয়ে যাওয়া/ধারাবাহিকতা,,13,301,Jōyō Kanji
信,believe/trust বিশ্বাস করা,,9,302,Jōyō Kanji
台,stand/platform  মঞ্চ/স্ট্যান্ড,,5,303,Jōyō Kanji
能,ability/capability ক্ষমতা/সামর্থ্য,,10,304,Jōyō Kanji
加,add যোগ করা,,5,305,Jōyō Kanji
現,appear/present  প্রকাশ পাওয়া/বর্তমান,,11,306,Jōyō Kanji
院,institution/hospital প্রতিষ্ঠান/হাসপাতাল,,10,307,Jōyō Kanji
原,plain  সমভূমি,,10,308,Jōyō Kanji
失,lose/miss  হারানো/ভুল করা,,5,309,Jōyō Kanji
娘,daughter/girl মেয়ে/কন্যা,,10,310,Jōyō Kanji
遊,play/travel খেলা/ভ্রমণ করা,,12,311,Jōyō Kanji
客,guest/customer  অতিথি/ক্রেতা,,9,312,Jōyō Kanji
古,old  পুরোনো,,5,313,Jōyō Kanji
姉,older sister  বড় বোন,,8,314,Jōyō Kanji
授,teach/give  শিক্ষা দেওয়া/প্রদান করা,,11,315,Jōyō Kanji
支,support  সমর্থন করা,,4,316,Jōyō Kanji
産,produce/birth উৎপাদন/জন্ম,,11,317,Jōyō Kanji
和,harmony/peace শান্তি/সম্প্রীতি,,8,318,Jōyō Kanji
庭,garden/yard  বাগান/উঠান,,10,319,Jōyō Kanji
球,ball/sphere বল/গোলক,,11,320,Jōyō Kanji
遅,late/slow দেরি/ধীর,,12,321,Jōyō Kanji
妹,younger sister  ছোট বোন,,8,322,Jōyō Kanji
元,beginning    শুরু,,4,323,Jōyō Kanji
士,samurai/warrior  সামুরাই/যোদ্ধা,,3,324,Jōyō Kanji
雑,miscellaneous/rough  বিবিধ/অগোছালো,,14,325,Jōyō Kanji
法,law/method  আইন/পদ্ধতি,,8,326,Jōyō Kanji
忘,forget  ভুলে যাওয়া,,7,327,Jōyō Kanji
勝,win/victory জয় করা/বিজয়,,12,328,Jōyō Kanji
伝,transmit/tell জানানো/প্রচার করা,,6,329,Jōyō Kanji
兄,older brother  বড় ভাই,,5,330,Jōyō Kanji
痛,pain/hurt ব্যথা/আঘাত করা,,12,331,Jōyō Kanji
冷,cold/cool ঠান্ডা/শীতল,,7,332,Jōyō Kanji
太,fat  মোটা,,4,333,Jōyō Kanji
界,world/boundary  জগৎ/সীমানা,,9,334,Jōyō Kanji
式,style/ceremony  ধরন/অনুষ্ঠান,,6,335,Jōyō Kanji
川,stream    প্রবাহ,,3,336,Jōyō Kanji
情,feeling/emotion অনুভূতি/আবেগ,,11,337,Jōyō Kanji
職,job/duty  চাকরি/দায়িত্ব,,18,338,Jōyō Kanji
張,stretch/expand টানা/প্রসারিত করা,,11,339,Jōyō Kanji
術,technique/art কৌশল/বিদ্যা,,11,340,Jōyō Kanji
守,protect/guard  রক্ষা করা,,6,341,Jōyō Kanji
参,participate/go অংশগ্রহণ করা/যাওয়া,,8,342,Jōyō Kanji
反,against/opposite  বিরুদ্ধে/বিপরীত,,4,343,Jōyō Kanji
応,respond/answer  সাড়া দেওয়া/উত্তর দেওয়া,,7,344,Jōyō Kanji
保,protect/maintain রক্ষা করা/বজায় রাখা,,9,345,Jōyō Kanji
覚,remember/awaken  মনে রাখা/জেগে ওঠা,,12,346,Jōyō Kanji
消,erase  মুছে ফেলা,,10,347,Jōyō Kanji
席,seat/place আসন/স্থান,,10,348,Jōyō Kanji
速,fast/speed দ্রুত/গতি,,10,349,Jōyō Kanji
感,feeling/sense  অনুভূতি/অনুভব,,13,350,Jōyō Kanji
族,family/tribe পরিবার/গোষ্ঠী,,11,351,Jōyō Kanji
突,stab/collision হঠাৎ ধাক্কা দেওয়া/আঘাত করা,,8,352,Jōyō Kanji
昔,past/old days অতীত/পুরনো দিন,,8,353,Jōyō Kanji
育,raise/educate  লালন করা/শিক্ষা দেওয়া,,8,354,Jōyō Kanji
注,attention/note  মনোযোগ/টীকা,,8,355,Jōyō Kanji
確,certain/confirm  নিশ্চিত/নিশ্চিত করা,,15,356,Jōyō Kanji
辞,quit/word辞辞ত্যাগ করা/শব্দ,,13,357,Jōyō Kanji
政,politics/government  রাজনীতি/সরকার,,9,358,Jōyō Kanji
万,ten thousand  দশ হাজার,,3,359,Jōyō Kanji
財,wealth/property  সম্পদ,,10,360,Jōyō Kanji
晴,clear weather/clear আকাশ পরিষ্কার/স্বচ্ছ,,12,361,Jōyō Kanji
暑,hot গরম,,12,362,Jōyō Kanji
肉,meat মাংস,,6,363,Jōyō Kanji
半,half অর্ধেক,,5,364,Jōyō Kanji
起,rise/wake  ওঠা/জাগা,,10,365,Jōyō Kanji
眠,sleep ঘুম/ঘুমানো,,10,366,Jōyō Kanji
雪,snow তুষার,,11,367,Jōyō Kanji
震,shake/earthquake কাঁপানো/ভূমিকম্প,,15,368,Jōyō Kanji
怪,strange/suspicious  অদ্ভুত/সন্দেহজনক,,8,369,Jōyō Kanji
単,simple/single সরল/একক,,9,370,Jōyō Kanji
苦,suffer/bitter  কষ্ট পাওয়া/তিক্ত,,8,371,Jōyō Kanji
製,make/manufacture  তৈরি করা/উৎপাদন করা,,14,372,Jōyō Kanji
申,say/apply বলা/আবেদন করা,,5,373,Jōyō Kanji
具,tool  সরঞ্জাম,,8,374,Jōyō Kanji
薬,medicine/drug ওষুধ,,16,375,Jōyō Kanji
届,deliver/reach পৌঁছানো/সরবরাহ করা,,8,376,Jōyō Kanji
若,young  তরুণ,,8,377,Jōyō Kanji
窓,window  জানালা,,11,378,Jōyō Kanji
飯,rice/meal ভাত/খাবার,,12,379,Jōyō Kanji
払,pay/wipe  পরিশোধ করা/মুছে ফেলা,,5,380,Jōyō Kanji
声,voice/sound কণ্ঠস্বর/শব্দ,,7,381,Jōyō Kanji
茶,tea  চা,,9,382,Jōyō Kanji
愛,love  ভালোবাসা,,13,383,Jōyō Kanji
願,wish  ইচ্ছা,,19,384,Jōyō Kanji
費,expense/cost খরচ/ব্যয়,,12,385,Jōyō Kanji
角,angle/corner কোণ/কোণা,,7,386,Jōyō Kanji
並,line up/ordinary সারিবদ্ধ করা/সাধারণ,,8,387,Jōyō Kanji
務,duty/work দায়িত্ব/কাজ,,11,388,Jōyō Kanji
戦,war/fight যুদ্ধ/লড়াই,,13,389,Jōyō Kanji
医,medicine/doctor চিকিৎসা/ডাক্তার,,7,390,Jōyō Kanji
曜,weekday  সপ্তাহের দিন,,18,391,Jōyō Kanji
土,soil  মাটি,,3,392,Jōyō Kanji
寒,cold ঠান্ডা,,12,393,Jōyō Kanji
英,England/excellent ইংল্যান্ড/চমৎকার,,8,394,Jōyō Kanji
写,copy/photograph অনুলিপি করা/ছবি তোলা,,5,395,Jōyō Kanji
皆,all/everyone  সবাই/সব,,9,396,Jōyō Kanji
僕,I/me আমি,,14,397,Jōyō Kanji
位,rank/position পদমর্যাদা/অবস্থান,,7,398,Jōyō Kanji
死,death/die  মৃত্যু/মারা যাওয়া,,6,399,Jōyō Kanji
頃,about/around time প্রায়/সময়কাল,,11,400,Jōyō Kanji
留,stay/keep থাকা/রাখা,,10,401,Jōyō Kanji
呼,call/breathe ডাকা/শ্বাস নেওয়া,,8,402,Jōyō Kanji
船,ship/boat জাহাজ/নৌকা,,11,403,Jōyō Kanji
値,value/price মূল্য/দাম,,10,404,Jōyō Kanji
厳,strict/severe কঠোর/তীব্র,,17,405,Jōyō Kanji
常,usual/always  সাধারণ/সবসময়,,11,406,Jōyō Kanji
算,calculate হিসাব করা,,14,407,Jōyō Kanji
役,service/duty দায়িত্ব/সেবা,,7,408,Jōyō Kanji
越,cross/exceed  পার হওয়া/অতিক্রম করা,,12,409,Jōyō Kanji
特,special  বিশেষ,,10,410,Jōyō Kanji
替,replace/exchange  প্রতিস্থাপন করা/বদলানো,,12,411,Jōyō Kanji
警,warn/police  সতর্ক করা/পুলিশ,,19,412,Jōyō Kanji
器,container  পাত্র,,15,413,Jōyō Kanji
緒,beginning/cord শুরু/দড়ি,,14,414,Jōyō Kanji
午,noon  দুপুর,,4,415,Jōyō Kanji
座,seat/sit আসন/বসা,,10,416,Jōyō Kanji
髪,hair চুল,,14,417,Jōyō Kanji
階,floor/step তলা/ধাপ,,12,418,Jōyō Kanji
暖,warm উষ্ণ,,13,419,Jōyō Kanji
首,neck    ঘাড়,,9,420,Jōyō Kanji
